Date,DateTime,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
16/12/2007,16/12/2007 01:54:00,1:54:00,1.06435,0.09,244.43,7.8,0,0,0
16/12/2007,16/12/2007 01:55:00,1:55:00,1.89,0.09,244.06,7.6,0,0,0
16/12/2007,16/12/2007 01:56:00,1:56:00,1.12425,0.088,243.88,7.6,0,0,0
16/12/2007,16/12/2007 01:57:00,1:57:00,1.532,0.09,243.36,6.4,0,0,0
16/12/2007,16/12/2007 01:58:00,1:58:00,1.1754,0.094,244,5.6,0,0,0
16/12/2007,16/12/2007 01:59:00,1:59:00,1.20075,0.1,246.15,5.6,0,0,0
16/12/2007,16/12/2007 02:00:00,2:00:00,1.22715,0.098,245.7,5.6,0,0,0
16/12/2007,16/12/2007 02:01:00,2:01:00,1.406,0.1,246.13,5.6,0,0,0
16/12/2007,16/12/2007 02:02:00,2:02:00,1.28105,0.098,245.66,5.6,0,0,0
16/12/2007,16/12/2007 02:03:00,2:03:00,1.392,0.096,244.97,5.6,0,0,0
16/12/2007,16/12/2007 02:04:00,2:04:00,1.3349,0.094,244.3,5.6,0,0,0
16/12/2007,16/12/2007 02:05:00,2:05:00,1.36325,0.094,244.4,5.6,0,0,0
16/12/2007,16/12/2007 02:06:00,2:06:00,1.22,0.098,244.74,5.2,0,0,0
16/12/2007,16/12/2007 02:07:00,2:07:00,0.316,0.112,245.82,1.4,0,0,0
16/12/2007,16/12/2007 02:08:00,2:08:00,0.222,0,246.27,0.8,0,0,0
16/12/2007,16/12/2007 02:09:00,2:09:00,1.2786,0,246.72,0.8,0,0,0
16/12/2007,16/12/2007 02:10:00,2:10:00,1.2395,0,247.12,0.8,0,0,0
16/12/2007,16/12/2007 02:11:00,2:11:00,0.222,0,246.99,0.8,0,0,0
16/12/2007,16/12/2007 02:12:00,2:12:00,1.1814,0,246.91,0.8,0,0,0
16/12/2007,16/12/2007 02:13:00,2:13:00,0.222,0,247.26,0.8,0,0,0
16/12/2007,16/12/2007 02:14:00,2:14:00,0.222,0,247.24,0.8,0,0,0
16/12/2007,16/12/2007 02:15:00,2:15:00,0.222,0,246.49,0.8,0,0,0
16/12/2007,16/12/2007 02:16:00,2:16:00,1.0766,0,246.29,0.8,0,0,0
16/12/2007,16/12/2007 02:17:00,2:17:00,0.222,0,247.1,0.8,0,0,0
16/12/2007,16/12/2007 02:18:00,2:18:00,1.05575,0,246.31,7,0,0,0
16/12/2007,16/12/2007 02:19:00,2:19:00,1.844,0.046,245.94,7.4,0,0,0
16/12/2007,16/12/2007 02:20:00,2:20:00,1.814,0.046,246.08,7.2,0,0,0
16/12/2007,16/12/2007 02:21:00,2:21:00,1.10025,0.046,245.9,7.2,0,0,0
16/12/2007,16/12/2007 02:22:00,2:22:00,1.492,0,246.54,6,0,0,0
16/12/2007,16/12/2007 02:23:00,2:23:00,1.15725,0.068,246.57,5.6,0,0,0
16/12/2007,16/12/2007 02:24:00,2:24:00,1.18445,0.068,246.39,5.6,0,0,0
16/12/2007,16/12/2007 02:25:00,2:25:00,1.2118,0.068,246.52,5.6,0,0,0
16/12/2007,16/12/2007 02:26:00,2:26:00,1.388,0.068,246.58,5.6,0,0,0
16/12/2007,16/12/2007 02:27:00,2:27:00,1.386,0.068,246.62,5.6,0,0,0
16/12/2007,16/12/2007 02:28:00,2:28:00,1.388,0.07,247.07,5.6,0,0,0
16/12/2007,16/12/2007 02:29:00,2:29:00,1.384,0.068,246.7,5.6,0,0,0
16/12/2007,16/12/2007 02:30:00,2:30:00,1.384,0.068,246.83,5.6,0,0,0
16/12/2007,16/12/2007 02:31:00,2:31:00,1.564,0,246.46,6.4,0,0,0
16/12/2007,16/12/2007 02:32:00,2:32:00,1.4113,0,246.87,5.4,0,0,0
16/12/2007,16/12/2007 02:33:00,2:33:00,0.542,0,247.35,2.2,0,0,0
16/12/2007,16/12/2007 02:34:00,2:34:00,0.538,0,246.56,2.2,0,0,0
16/12/2007,16/12/2007 02:35:00,2:35:00,1.3099,0,246.3,2.4,0,0,0
16/12/2007,16/12/2007 02:36:00,2:36:00,1.2791,0.106,245.99,2.6,0,0,0
16/12/2007,16/12/2007 02:37:00,2:37:00,1.25695,0.108,246.45,2.6,0,0,0
16/12/2007,16/12/2007 02:38:00,2:38:00,0.644,0.108,246.46,2.6,0,0,0
16/12/2007,16/12/2007 02:39:00,2:39:00,0.644,0.108,246.88,2.6,0,0,0
16/12/2007,16/12/2007 02:40:00,2:40:00,1.20045,0.11,247.1,2.6,0,0,0
16/12/2007,16/12/2007 02:41:00,2:41:00,0.644,0.11,247.35,2.6,0,0,0
16/12/2007,16/12/2007 02:42:00,2:42:00,1.1625,0.112,247.77,2.6,0,0,0
16/12/2007,16/12/2007 02:43:00,2:43:00,0.702,0.112,247.83,3.2,0,0,0
16/12/2007,16/12/2007 02:44:00,2:44:00,2.404,0.09,245.69,9.8,0,0,0
16/12/2007,16/12/2007 02:45:00,2:45:00,1.1917,0.09,245.27,9,0,0,0
16/12/2007,16/12/2007 02:46:00,2:46:00,2.2,0.088,244.85,9,0,0,0
16/12/2007,16/12/2007 02:47:00,2:47:00,1.2633,0.088,245.17,8.8,0,0,0
16/12/2007,16/12/2007 02:48:00,2:48:00,1.30295,0.096,246.32,7.4,0,0,0
16/12/2007,16/12/2007 02:49:00,2:49:00,1.72,0.1,246.83,7,0,0,0
16/12/2007,16/12/2007 02:50:00,2:50:00,1.71,0.078,246.7,6.8,0,0,0
16/12/2007,16/12/2007 02:51:00,2:51:00,1.4129,0,246.94,6.6,0,0,0
16/12/2007,16/12/2007 02:52:00,2:52:00,1.448,0,246.3,6.6,0,0,0
16/12/2007,16/12/2007 02:53:00,2:53:00,1.626,0,246.19,6.6,0,0,0
16/12/2007,16/12/2007 02:54:00,2:54:00,1.51835,0,246.72,6.6,0,0,0
16/12/2007,16/12/2007 02:55:00,2:55:00,1.55345,0,246.33,6.6,0,0,0
16/12/2007,16/12/2007 02:56:00,2:56:00,1.624,0,246,6.6,0,0,0
16/12/2007,16/12/2007 02:57:00,2:57:00,0.89,0,246.15,4,0,0,0
16/12/2007,16/12/2007 02:58:00,2:58:00,1.58,0,246.96,2.2,0,0,0
16/12/2007,16/12/2007 02:59:00,2:59:00,0.54,0,247.1,2.2,0,0,0
16/12/2007,16/12/2007 03:00:00,3:00:00,1.5155,0,246.57,2.2,0,0,0
16/12/2007,16/12/2007 03:01:00,3:01:00,1.48385,0,246.63,2.2,0,0,0
16/12/2007,16/12/2007 03:02:00,3:02:00,1.46005,0,246.91,2.2,0,0,0
16/12/2007,16/12/2007 03:03:00,3:03:00,0.538,0,246.76,2.2,0,0,0
16/12/2007,16/12/2007 03:04:00,3:04:00,1.41795,0,246.66,2.2,0,0,0
16/12/2007,16/12/2007 03:05:00,3:05:00,0.538,0,246.6,2.2,0,0,0
16/12/2007,16/12/2007 03:06:00,3:06:00,0.538,0,246.67,2.2,0,0,0
16/12/2007,16/12/2007 03:07:00,3:07:00,0.59,0,246.15,2.4,0,0,0
16/12/2007,16/12/2007 03:08:00,3:08:00,1.182,0.068,246.16,6,0,0,0
16/12/2007,16/12/2007 03:09:00,3:09:00,2.278,0.056,245.14,9.2,0,0,0
16/12/2007,16/12/2007 03:10:00,3:10:00,2.194,0.056,244.99,8.8,0,0,0
16/12/2007,16/12/2007 03:11:00,3:11:00,2.178,0.056,244.81,8.8,0,0,0
16/12/2007,16/12/2007 03:12:00,3:12:00,1.43035,0.056,244.73,8.6,0,0,0
16/12/2007,16/12/2007 03:13:00,3:13:00,1.4586,0.062,245.62,6.8,0,0,0
16/12/2007,16/12/2007 03:14:00,3:14:00,1.692,0.062,246.03,6.8,0,0,0
16/12/2007,16/12/2007 03:15:00,3:15:00,1.51475,0.064,246.49,6.8,0,0,0
16/12/2007,16/12/2007 03:16:00,3:16:00,1.53995,0,246.73,6.6,0,0,0
16/12/2007,16/12/2007 03:17:00,3:17:00,1.56455,0,246.52,6.6,0,0,0
16/12/2007,16/12/2007 03:18:00,3:18:00,1.58995,0,245.87,6.6,0,0,0
16/12/2007,16/12/2007 03:19:00,3:19:00,1.6171,0.094,245.56,7,0,0,0
16/12/2007,16/12/2007 03:20:00,3:20:00,1.726,0.094,245.48,7,0,0,0
16/12/2007,16/12/2007 03:21:00,3:21:00,1.66875,0.13,246.01,6.8,0,0,0
16/12/2007,16/12/2007 03:22:00,3:22:00,1.6709,0.244,248,3,0,1,0
16/12/2007,16/12/2007 03:23:00,3:23:00,0.732,0.246,248.07,3,0,2,0
16/12/2007,16/12/2007 03:24:00,3:24:00,0.728,0.246,248.09,3,0,1,0
16/12/2007,16/12/2007 03:25:00,3:25:00,0.728,0.246,248.1,3,0,2,0
16/12/2007,16/12/2007 03:26:00,3:26:00,1.55545,0.244,247.63,3,0,1,0
16/12/2007,16/12/2007 03:27:00,3:27:00,0.722,0.24,246.91,3,0,1,0
16/12/2007,16/12/2007 03:28:00,3:28:00,0.722,0.24,247.23,3,0,2,0
16/12/2007,16/12/2007 03:29:00,3:29:00,0.72,0.24,246.91,3,0,1,0
16/12/2007,16/12/2007 03:30:00,3:30:00,0.72,0.24,246.92,3,0,2,0
16/12/2007,16/12/2007 03:31:00,3:31:00,1.4187,0.24,247.01,3,0,1,0
16/12/2007,16/12/2007 03:32:00,3:32:00,1,0.238,246.94,5,0,2,0
16/12/2007,16/12/2007 03:33:00,3:33:00,2.436,0.208,245.98,9.8,0,1,0
16/12/2007,16/12/2007 03:34:00,3:34:00,1.4382,0.08,246.36,9,0,1,0
16/12/2007,16/12/2007 03:35:00,3:35:00,2.206,0.078,246.39,8.8,0,2,0
16/12/2007,16/12/2007 03:36:00,3:36:00,1.4671,0.078,246.32,8.8,0,1,0
16/12/2007,16/12/2007 03:37:00,3:37:00,1.4871,0.082,246.45,6.8,0,2,0
16/12/2007,16/12/2007 03:38:00,3:38:00,1.698,0.082,246.19,6.8,0,1,0
16/12/2007,16/12/2007 03:39:00,3:39:00,1.702,0.082,246.24,6.8,0,1,0
16/12/2007,16/12/2007 03:40:00,3:40:00,1.668,0,245.89,6.8,0,1,0
16/12/2007,16/12/2007 03:41:00,3:41:00,1.62,0.046,245.76,6.6,0,0,0
16/12/2007,16/12/2007 03:42:00,3:42:00,1.626,0.046,246.14,6.6,0,0,0
16/12/2007,16/12/2007 03:43:00,3:43:00,1.63,0,246.55,6.6,0,0,0
16/12/2007,16/12/2007 03:44:00,3:44:00,1.624,0.046,246.11,6.6,0,0,0
16/12/2007,16/12/2007 03:45:00,3:45:00,1.628,0,246.42,6.6,0,0,0
16/12/2007,16/12/2007 03:46:00,3:46:00,1.632,0,246.71,6.6,0,0,0
16/12/2007,16/12/2007 03:47:00,3:47:00,1.73815,0,247.62,2.8,0,0,0
16/12/2007,16/12/2007 03:48:00,3:48:00,0.55,0,247.58,2.2,0,0,0
16/12/2007,16/12/2007 03:49:00,3:49:00,0.546,0,246.87,2.2,0,0,0
16/12/2007,16/12/2007 03:50:00,3:50:00,0.548,0,247.32,2.2,0,0,0
16/12/2007,16/12/2007 03:51:00,3:51:00,0.548,0,247.7,2.2,0,0,0
16/12/2007,16/12/2007 03:52:00,3:52:00,1.55795,0,247.76,2.2,0,0,0
16/12/2007,16/12/2007 03:53:00,3:53:00,0.63,0.066,247.49,2.6,0,0,0
16/12/2007,16/12/2007 03:54:00,3:54:00,1.50495,0.076,247.39,2.4,0,0,0
16/12/2007,16/12/2007 03:55:00,3:55:00,1.47795,0.078,247.87,2.4,0,0,0
16/12/2007,16/12/2007 03:56:00,3:56:00,0.618,0.078,247.77,2.4,0,0,0
16/12/2007,16/12/2007 03:57:00,3:57:00,1.4267,0.078,247.82,2.4,0,0,0
16/12/2007,16/12/2007 03:58:00,3:58:00,2.214,0.058,245.96,9.2,0,0,0
16/12/2007,16/12/2007 03:59:00,3:59:00,1.45225,0.054,244.74,9,0,0,0
16/12/2007,16/12/2007 04:00:00,4:00:00,2.18,0.056,245.11,8.8,0,0,0
16/12/2007,16/12/2007 04:01:00,4:01:00,2.166,0,245.13,8.8,0,0,0
16/12/2007,16/12/2007 04:02:00,4:02:00,1.916,0,245.06,7.8,0,0,0
16/12/2007,16/12/2007 04:03:00,4:03:00,1.53135,0.092,244.7,7,0,0,0
16/12/2007,16/12/2007 04:04:00,4:04:00,1.716,0.09,244.31,7,0,0,0
16/12/2007,16/12/2007 04:05:00,4:05:00,1.5808,0.09,244.44,7,0,0,0
16/12/2007,16/12/2007 04:06:00,4:06:00,1.6055,0.09,244.25,7,0,0,0
16/12/2007,16/12/2007 04:07:00,4:07:00,1.63015,0.088,243.73,7,0,0,0
16/12/2007,16/12/2007 04:08:00,4:08:00,1.71,0.088,244.03,7,0,0,0
16/12/2007,16/12/2007 04:09:00,4:09:00,1.6744,0.092,244.16,6.2,0,0,0
16/12/2007,16/12/2007 04:10:00,4:10:00,1.3,0.096,244.85,5.4,0,0,0
16/12/2007,16/12/2007 04:11:00,4:11:00,1.67895,0.108,245.78,1.4,0,0,0
16/12/2007,16/12/2007 04:12:00,4:12:00,0.318,0.106,245.14,1.4,0,0,0
16/12/2007,16/12/2007 04:13:00,4:13:00,0.318,0.11,246.15,1.4,0,0,0
16/12/2007,16/12/2007 04:14:00,4:14:00,1.5836,0.098,245.24,5.2,0,0,13
16/12/2007,16/12/2007 04:15:00,4:15:00,1.5649,0.094,244.69,5.8,0,0,19
16/12/2007,16/12/2007 04:16:00,4:16:00,1.444,0.094,244.84,5.8,0,0,19
16/12/2007,16/12/2007 04:17:00,4:17:00,1.5379,0,244.55,5.6,0,0,18
16/12/2007,16/12/2007 04:18:00,4:18:00,1.5288,0,244.24,5.4,0,0,19
16/12/2007,16/12/2007 04:19:00,4:19:00,1.33,0,244.21,5.4,0,0,18
16/12/2007,16/12/2007 04:20:00,4:20:00,1.334,0,244.67,5.4,0,0,19
16/12/2007,16/12/2007 04:21:00,4:21:00,1.914,0.048,244.24,8.6,0,0,18
16/12/2007,16/12/2007 04:22:00,4:22:00,1.55225,0.058,243.76,12.2,0,0,18
16/12/2007,16/12/2007 04:23:00,4:23:00,1.58425,0.056,244.48,11.8,0,0,18
16/12/2007,16/12/2007 04:24:00,4:24:00,2.91,0.056,244.39,11.8,0,0,19
16/12/2007,16/12/2007 04:25:00,4:25:00,1.6484,0.054,244.2,11.8,0,0,18
16/12/2007,16/12/2007 04:26:00,4:26:00,2.424,0.05,244.99,9.8,0,0,19
16/12/2007,16/12/2007 04:27:00,4:27:00,2.402,0.052,245.17,9.8,0,0,18
16/12/2007,16/12/2007 04:28:00,4:28:00,2.41,0.05,245.45,9.8,0,0,18
16/12/2007,16/12/2007 04:29:00,4:29:00,2.418,0.05,245.78,9.8,0,0,19
16/12/2007,16/12/2007 04:30:00,4:30:00,1.85175,0.05,245.3,9.8,0,0,18
16/12/2007,16/12/2007 04:31:00,4:31:00,2.4,0.052,244.88,9.8,0,0,19
16/12/2007,16/12/2007 04:32:00,4:32:00,2.402,0.052,244.71,9.8,0,0,18
16/12/2007,16/12/2007 04:33:00,4:33:00,2.404,0.052,244.73,9.8,0,0,18
16/12/2007,16/12/2007 04:34:00,4:34:00,2.03315,0.054,243.9,9.8,0,0,19
16/12/2007,16/12/2007 04:35:00,4:35:00,1.42,0,245.27,5.8,0,0,18
16/12/2007,16/12/2007 04:36:00,4:36:00,1.34,0,245.78,5.4,0,0,19
16/12/2007,16/12/2007 04:37:00,4:37:00,2.0893,0,245.83,5.4,0,0,18
16/12/2007,16/12/2007 04:38:00,4:38:00,2.06765,0,246.54,5.4,0,0,19
16/12/2007,16/12/2007 04:39:00,4:39:00,2.0488,0.068,247,5.8,0,0,19
16/12/2007,16/12/2007 04:40:00,4:40:00,2.03,0.07,247.27,5.8,0,0,18
16/12/2007,16/12/2007 04:41:00,4:41:00,2.0113,0.068,246.8,5.6,0,0,19
16/12/2007,16/12/2007 04:42:00,4:42:00,1.414,0.066,246.39,5.6,0,0,19
16/12/2007,16/12/2007 04:43:00,4:43:00,1.9911,0.066,246.26,5.6,0,0,18
16/12/2007,16/12/2007 04:44:00,4:44:00,1.9833,0.064,245.67,5.6,0,0,19
16/12/2007,16/12/2007 04:45:00,4:45:00,1.9753,0.064,245.29,5.6,0,0,18
16/12/2007,16/12/2007 04:46:00,4:46:00,2.528,0.16,244.05,11,0,0,18
16/12/2007,16/12/2007 04:47:00,4:47:00,3.076,0.166,242.88,12.6,0,0,18
16/12/2007,16/12/2007 04:48:00,4:48:00,2.992,0.08,243.72,12.2,0,0,19
16/12/2007,16/12/2007 04:49:00,4:49:00,2.992,0.082,244.24,12.2,0,0,18
16/12/2007,16/12/2007 04:50:00,4:50:00,2.1375,0.084,244.24,11.6,0,0,18
16/12/2007,16/12/2007 04:51:00,4:51:00,2.466,0.082,243.41,10,0,0,18
